Sentence #,Word,POS,Tag 
Sentence: 234,.,,O
Sentence: 235,Our,,O
Sentence: 235,24-year-old,,B-Age
Sentence: 235,non-smoking,,O
Sentence: 235,male,,B-Sex
Sentence: 235,patient,,O
Sentence: 235,presented,,O
Sentence: 235,with,,O
Sentence: 235,repeated,,B-Detailed_description
Sentence: 235,hemoptysis,,B-Sign_symptom
Sentence: 235,in,,O
Sentence: 235,May,,O
Sentence: 235,2008,,O
Sentence: 235,with,,O
Sentence: 235,4,,B-Duration
Sentence: 235,days,,O
Sentence: 235,of,,O
Sentence: 235,concomitant,,B-Detailed_description
Sentence: 235,right,,O
Sentence: 235,thoracic,,O
Sentence: 235,pain,,B-Sign_symptom
Sentence: 235,which,,B-Detailed_description
Sentence: 235,intensified,,O
Sentence: 235,while,,O
Sentence: 235,breathing,,O
Sentence: 235,.,,O
Sentence: 236,During,,O
Sentence: 236,holidays,,O
Sentence: 236,in,,O
Sentence: 236,his,,O
Sentence: 236,home,,O
Sentence: 236,country,,O
Sentence: 236,",",,O
Sentence: 236,this,,O
Sentence: 236,Cuban,,O
Sentence: 236,patient,,O
Sentence: 236,suffered,,O
Sentence: 236,from,,O
Sentence: 236,a,,O
Sentence: 236,cold,,B-Sign_symptom
Sentence: 236,with,,O
Sentence: 236,fever,,B-Sign_symptom
Sentence: 236,and,,O
Sentence: 236,a,,O
Sentence: 236,strong,,B-Severity
Sentence: 236,cough,,B-Sign_symptom
Sentence: 236,.,,O
Sentence: 237,The,,O
Sentence: 237,strong,,B-Severity
Sentence: 237,dry,,O
Sentence: 237,cough,,O
Sentence: 237,persisted,,B-Detailed_description
Sentence: 237,after,,O
Sentence: 237,recovery,,O
Sentence: 237,from,,O
Sentence: 237,the,,O
Sentence: 237,cold,,O
Sentence: 237,.,,O
Sentence: 238,The,,O
Sentence: 238,patient,,O
Sentence: 238,did,,O
Sentence: 238,not,,O
Sentence: 238,report,,O
Sentence: 238,any,,O
Sentence: 238,loss,,B-Sign_symptom
Sentence: 238,of,,O
Sentence: 238,weight,,O
Sentence: 238,.,,O
Sentence: 239,The,,O
Sentence: 239,initial,,O
Sentence: 239,CT,,O
Sentence: 239,scan,,O
Sentence: 239,of,,O
Sentence: 239,the,,O
Sentence: 239,thorax,,O
Sentence: 239,showed,,O
Sentence: 239,a,,O
Sentence: 239,12,,O
Sentence: 239,¡Ñ,,O
Sentence: 239,4,,O
Sentence: 239,cm,,O
Sentence: 239,solid,,B-Detailed_description
Sentence: 239,mass,,B-Sign_symptom
Sentence: 239,paravertebral,,O
Sentence: 239,right,,O
Sentence: 239,in,,O
Sentence: 239,the,,O
Sentence: 239,lower,,O
Sentence: 239,thorax,,O
Sentence: 239,without,,O
Sentence: 239,any,,O
Sentence: 239,signs,,O
Sentence: 239,of,,O
Sentence: 239,metastases,,B-Sign_symptom
Sentence: 239,(,,O
Sentence: 239,Figure,,O
Sentence: 239,1,,O
Sentence: 239,),,O
Sentence: 239,.,,O
Sentence: 240,The,,O
Sentence: 240,bronchoscopy,,O
Sentence: 240,(,,O
Sentence: 240,Figure,,O
Sentence: 240,2,,O
Sentence: 240,),,O
Sentence: 240,with,,O
Sentence: 240,non-bleeding,,B-Detailed_description
Sentence: 240,biopsy,,O
Sentence: 240,revealed,,O
Sentence: 240,a,,O
Sentence: 240,mass,,O
Sentence: 240,of,,O
Sentence: 240,the,,O
Sentence: 240,lower,,O
Sentence: 240,right,,O
Sentence: 240,bronchus,,O
Sentence: 240,which,,O
Sentence: 240,histologically,,O
Sentence: 240,and,,O
Sentence: 240,immunohistologically,,O
Sentence: 240,provided,,O
Sentence: 240,evidence,,O
Sentence: 240,of,,O
Sentence: 240,a,,O
Sentence: 240,granular,,O
Sentence: 240,cell,,O
Sentence: 240,or,,O
Sentence: 240,Abrikossoff,,O
Sentence: 240,tumor,,O
Sentence: 240,[,,O
Sentence: 240,1,,O
Sentence: 240,],,O
Sentence: 240,.,,O
Sentence: 241,The,,O
Sentence: 241,bronchial,,O
Sentence: 241,lavage,,O
Sentence: 241,which,,O
Sentence: 241,followed,,O
Sentence: 241,was,,O
Sentence: 241,negative,,B-Lab_value
Sentence: 241,for,,O
Sentence: 241,malignant,,O
Sentence: 241,cells,,O
Sentence: 241,.,,O
Sentence: 242,The,,O
Sentence: 242,patient,,O
Sentence: 242,was,,O
Sentence: 242,discharged,,O
Sentence: 242,and,,O
Sentence: 242,surgical,,O
Sentence: 242,intervention,,O
Sentence: 242,was,,O
Sentence: 242,planned,,O
Sentence: 242,.,,O
Sentence: 243,Four,,O
Sentence: 243,days,,O
Sentence: 243,after,,O
Sentence: 243,discharge,,O
Sentence: 243,a,,O
Sentence: 243,spontaneous,,B-Detailed_description
Sentence: 243,hemothorax,,B-Sign_symptom
Sentence: 243,developed,,O
Sentence: 243,.,,O
Sentence: 244,The,,O
Sentence: 244,patient,,O
Sentence: 244,needed,,O
Sentence: 244,to,,O
Sentence: 244,be,,O
Sentence: 244,readmitted,,O
Sentence: 244,and,,O
Sentence: 244,the,,O
Sentence: 244,hemothorax,,O
Sentence: 244,was,,O
Sentence: 244,drained,,B-Therapeutic_procedure
Sentence: 244,.,,O
Sentence: 245,No,,O
Sentence: 245,malignant,,B-Sign_symptom
Sentence: 245,cells,,O
Sentence: 245,were,,O
Sentence: 245,detected,,O
Sentence: 245,in,,O
Sentence: 245,the,,O
Sentence: 245,cytological,,O
Sentence: 245,examination,,O
Sentence: 245,of,,O
Sentence: 245,the,,O
Sentence: 245,drained,,O
Sentence: 245,liquid,,O
Sentence: 245,.,,O
Sentence: 246,After,,O
Sentence: 246,an,,O
Sentence: 246,uneventful,,O
Sentence: 246,course,,O
Sentence: 246,and,,O
Sentence: 246,decreasing,,B-Lab_value
Sentence: 246,of,,O
Sentence: 246,the,,O
Sentence: 246,hematoma,,B-Sign_symptom
Sentence: 246,",",,O
Sentence: 246,the,,O
Sentence: 246,tumor,,B-Sign_symptom
Sentence: 246,was,,O
Sentence: 246,excised,,B-Therapeutic_procedure
Sentence: 246,by,,O
Sentence: 246,performing,,O
Sentence: 246,a,,O
Sentence: 246,lower,,B-Therapeutic_procedure
Sentence: 246,right,,O
Sentence: 246,lobectomy,,O
Sentence: 246,6,,O
Sentence: 246,months,,O
Sentence: 246,after,,O
Sentence: 246,the,,O
Sentence: 246,initial,,O
Sentence: 246,admission,,O
Sentence: 246,.,,O
Sentence: 247,The,,O
Sentence: 247,final,,O
Sentence: 247,histological,,O
Sentence: 247,examination,,O
Sentence: 247,confirmed,,O
Sentence: 247,a,,O
Sentence: 247,peribronchial,,O
Sentence: 247,and,,O
Sentence: 247,infiltrating,,B-Detailed_description
Sentence: 247,S100,,O
Sentence: 247,positive,,B-Lab_value
Sentence: 247,tumor,,O
Sentence: 247,supporting,,O
Sentence: 247,the,,O
Sentence: 247,Schwann,,O
Sentence: 247,cell,,O
Sentence: 247,origin,,O
Sentence: 247,theory,,O
Sentence: 247,with,,O
Sentence: 247,very,,B-Lab_value
Sentence: 247,low,,O
Sentence: 247,growth,,O
Sentence: 247,rate,,O
Sentence: 247,of,,O
Sentence: 247,2,,B-Lab_value
Sentence: 247,%,,O
Sentence: 247,and,,O
Sentence: 247,a,,O
Sentence: 247,size,,O
Sentence: 247,of,,O
Sentence: 247,15,,O
Sentence: 247,mm,,O
Sentence: 247,(,,O
Sentence: 247,Figure,,O
Sentence: 247,3,,O
Sentence: 247,),,O
Sentence: 247,.,,O
Sentence: 248,A,,O
Sentence: 248,54-year-old,,B-Age
Sentence: 248,woman,,B-Sex
Sentence: 248,with,,O
Sentence: 248,stage,,B-Detailed_description
Sentence: 248,IV,,O
Sentence: 248,NSCLC,,O
Sentence: 248,was,,O
Sentence: 248,treated,,O
Sentence: 248,with,,O
Sentence: 248,carboplatin,,B-Medication
Sentence: 248,and,,O
Sentence: 248,paclitaxel,,B-Medication
Sentence: 248,without,,B-Detailed_description
Sentence: 248,disease,,O
Sentence: 248,response,,O
Sentence: 248,.,,O
Sentence: 249,Molecular,,O
Sentence: 249,analysis,,O
Sentence: 249,of,,O
Sentence: 249,tumor,,O
Sentence: 249,tissue,,O
Sentence: 249,was,,O
Sentence: 249,unavailable,,B-Detailed_description
Sentence: 249,at,,O
Sentence: 249,that,,O
Sentence: 249,time,,O
Sentence: 249,.,,O
Sentence: 250,However,,O
Sentence: 250,",",,O
Sentence: 250,her,,O
Sentence: 250,demographic,,O
Sentence: 250,profile,,O
Sentence: 250,(,,O
Sentence: 250,Asian,,O
Sentence: 250,",",,O
Sentence: 250,minimal,,B-Severity
Sentence: 250,smoking,,O
Sentence: 250,history,,O
Sentence: 250,",",,O
Sentence: 250,non-small,,B-Detailed_description
Sentence: 250,cell,,O
Sentence: 250,histology,,O
Sentence: 250,),,O
Sentence: 250,predicted,,O
Sentence: 250,her,,O
Sentence: 250,disease,,O
Sentence: 250,would,,O
Sentence: 250,harbor,,O
Sentence: 250,EGFR,,O
Sentence: 250,TKI,,O
Sentence: 250,sensitive,,O
Sentence: 250,cells,,O
Sentence: 250,[,,O
Sentence: 250,2,,O
Sentence: 250,],,O
Sentence: 250,.,,O
Sentence: 251,Therefore,,O
Sentence: 251,",",,O
Sentence: 251,she,,O
Sentence: 251,then,,O
Sentence: 251,initiated,,O
Sentence: 251,standard,,B-Detailed_description
Sentence: 251,daily,,B-Dosage
Sentence: 251,dosing,,O
Sentence: 251,of,,O
Sentence: 251,erlotinib,,B-Medication
Sentence: 251,(,,O
Sentence: 251,150,,B-Lab_value
Sentence: 251,mg,,O
Sentence: 251,),,O
Sentence: 251,and,,O
Sentence: 251,her,,O
Sentence: 251,disease,,O
Sentence: 251,responded,,B-Detailed_description
Sentence: 251,.,,O
Sentence: 252,Twenty-eight,,O
Sentence: 252,months,,O
Sentence: 252,later,,O
Sentence: 252,",",,O
Sentence: 252,she,,O
Sentence: 252,acquired,,O
Sentence: 252,resistance,,O
Sentence: 252,to,,O
Sentence: 252,erlotinib,,B-Medication
Sentence: 252,with,,O
Sentence: 252,progression,,B-Detailed_description
Sentence: 252,of,,O
Sentence: 252,disease,,O
Sentence: 252,systemically,,B-Detailed_description
Sentence: 252,.,,O
Sentence: 253,Following,,O
Sentence: 253,further,,O
Sentence: 253,progression,,O
Sentence: 253,through,,O
Sentence: 253,an,,O
Sentence: 253,experimental,,B-Detailed_description
Sentence: 253,angiogenesis,,B-Medication
Sentence: 253,inhibitor,,O
Sentence: 253,",",,O
Sentence: 253,she,,O
Sentence: 253,initiated,,O
Sentence: 253,pemetrexed,,B-Medication
Sentence: 253,and,,O
Sentence: 253,resumed,,O
Sentence: 253,standard,,O
Sentence: 253,dose,,O
Sentence: 253,erlotinib,,O
Sentence: 253,.,,O
Sentence: 254,After,,O
Sentence: 254,initial,,O
Sentence: 254,response,,O
Sentence: 254,",",,O
Sentence: 254,11,,O
Sentence: 254,months,,O
Sentence: 254,later,,O
Sentence: 254,",",,O
Sentence: 254,her,,O
Sentence: 254,disease,,O
Sentence: 254,again,,O
Sentence: 254,progressed,,B-Detailed_description
Sentence: 254,.,,O
Sentence: 255,DNA,,O
Sentence: 255,was,,O
Sentence: 255,extracted,,O
Sentence: 255,from,,O
Sentence: 255,biopsy,,O
Sentence: 255,of,,O
Sentence: 255,a,,O
Sentence: 255,progressing,,B-Detailed_description
Sentence: 255,lung,,O
Sentence: 255,lesion,,O
Sentence: 255,and,,O
Sentence: 255,examined,,O
Sentence: 255,using,,O
Sentence: 255,established,,O
Sentence: 255,techniques,,O
Sentence: 255,for,,O
Sentence: 255,analysis,,O
Sentence: 255,of,,O
Sentence: 255,EGFR,,O
Sentence: 255,mutations,,O
Sentence: 255,[,,O
Sentence: 255,5,,O
Sentence: 255,],,O
Sentence: 255,.,,O
Sentence: 256,Direct,,O
Sentence: 256,sequencing,,O
Sentence: 256,of,,O
Sentence: 256,exons,,B-Detailed_description
Sentence: 256,18,,O
Sentence: 256,¡V,,O
Sentence: 256,21,,O
Sentence: 256,encoding,,O
Sentence: 256,the,,O
Sentence: 256,kinase,,B-Detailed_description
Sentence: 256,domain,,O
Sentence: 256,of,,O
Sentence: 256,EGFR,,O
Sentence: 256,revealed,,O
Sentence: 256,the,,O
Sentence: 256,L858R,,O
Sentence: 256,mutation,,O
Sentence: 256,associated,,O
Sentence: 256,with,,O
Sentence: 256,EGFR,,B-Detailed_description
Sentence: 256,TKI,,O
Sentence: 256,sensitivity,,O
Sentence: 256,(,,O
Sentence: 256,Fig.,,O
Sentence: 256,1,,O
Sentence: 256,),,O
Sentence: 256,[,,O
Sentence: 256,2,,O
Sentence: 256,],,O
Sentence: 256,.,,O
Sentence: 257,It,,O
Sentence: 257,also,,O
Sentence: 257,demonstrated,,O
Sentence: 257,the,,O
Sentence: 257,T790M,,O
Sentence: 257,mutation,,O
Sentence: 257,associated,,O
Sentence: 257,with,,O
Sentence: 257,acquired,,B-Detailed_description
Sentence: 257,EGFR,,O
Sentence: 257,TKI,,O
Sentence: 257,resistance,,O
Sentence: 257,(,,O
Sentence: 257,Fig.,,O
Sentence: 257,1,,O
Sentence: 257,),,O
Sentence: 257,[,,O
Sentence: 257,2,,O
Sentence: 257,],,O
Sentence: 257,.,,O
Sentence: 258,She,,O
Sentence: 258,also,,O
Sentence: 258,developed,,O
Sentence: 258,headaches,,B-Sign_symptom
Sentence: 258,and,,O
Sentence: 258,there,,O
Sentence: 258,was,,O
Sentence: 258,a,,O
Sentence: 258,high,,O
Sentence: 258,clinical,,O
Sentence: 258,suspicion,,O
Sentence: 258,of,,O
Sentence: 258,CNS,,O
Sentence: 258,metastases,,O
Sentence: 258,despite,,O
Sentence: 258,negative,,B-Lab_value
Sentence: 258,imaging,,O
Sentence: 258,(,,O
Sentence: 258,not,,O
Sentence: 258,shown,,O
Sentence: 258,),,O
Sentence: 258,.,,O
Sentence: 259,She,,O
Sentence: 259,refused,,O
Sentence: 259,a,,O
Sentence: 259,lumbar,,B-Therapeutic_procedure
Sentence: 259,puncture,,O
Sentence: 259,.,,O
Sentence: 260,She,,O
Sentence: 260,initiated,,O
Sentence: 260,empiric,,B-Detailed_description
Sentence: 260,temozolomide,,B-Medication
Sentence: 260,plus,,O
Sentence: 260,standard,,B-Detailed_description
Sentence: 260,dose,,O
Sentence: 260,erlotinib,,B-Medication
Sentence: 260,(,,O
Sentence: 260,150,,B-Dosage
Sentence: 260,mg,,O
Sentence: 260,daily,,O
Sentence: 260,),,O
Sentence: 260,for,,O
Sentence: 260,presumed,,O
Sentence: 260,CNS,,O
Sentence: 260,disease,,O
Sentence: 260,",",,O
Sentence: 260,but,,O
Sentence: 260,after,,O
Sentence: 260,one,,O
Sentence: 260,cycle,,O
Sentence: 260,her,,O
Sentence: 260,headaches,,B-Sign_symptom
Sentence: 260,worsened,,B-Lab_value
Sentence: 260,",",,O
Sentence: 260,and,,O
Sentence: 260,she,,O
Sentence: 260,developed,,O
Sentence: 260,nausea,,B-Sign_symptom
Sentence: 260,and,,O
Sentence: 260,vomiting,,B-Sign_symptom
Sentence: 260,concerning,,O
Sentence: 260,for,,O
Sentence: 260,CNS,,O
Sentence: 260,metastases,,O
Sentence: 260,with,,O
Sentence: 260,associated,,O
Sentence: 260,raised,,B-Lab_value
Sentence: 260,intracranial,,O
Sentence: 260,pressure,,O
Sentence: 260,.,,O
Sentence: 261,Magnetic,,O
Sentence: 261,resonance,,O
Sentence: 261,imaging,,O
Sentence: 261,(,,O
Sentence: 261,MRI,,O
Sentence: 261,),,O
Sentence: 261,of,,O
Sentence: 261,the,,O
Sentence: 261,brain,,O
Sentence: 261,now,,O
Sentence: 261,demonstrated,,O
Sentence: 261,LM,,O
Sentence: 261,(,,O
Sentence: 261,Fig.,,O
Sentence: 261,2,,O
Sentence: 261,),,O
Sentence: 261,confirmed,,O
Sentence: 261,by,,O
Sentence: 261,CSF,,O
Sentence: 261,cytology,,O
Sentence: 261,(,,O
Sentence: 261,not,,O
Sentence: 261,shown,,O
Sentence: 261,),,O
Sentence: 261,.,,O
Sentence: 262,By,,O
Sentence: 262,direct,,B-Detailed_description
Sentence: 262,sequencing,,O
Sentence: 262,",",,O
Sentence: 262,DNA,,O
Sentence: 262,from,,O
Sentence: 262,CSF,,O
Sentence: 262,cells,,O
Sentence: 262,harbored,,O
Sentence: 262,L858R,,O
Sentence: 262,predicting,,O
Sentence: 262,EGFR,,O
Sentence: 262,TKI,,O
Sentence: 262,sensitivity,,O
Sentence: 262,(,,O
Sentence: 262,Fig.,,O
Sentence: 262,3,,O
Sentence: 262,",",,O
Sentence: 262,left,,O
Sentence: 262,panel,,O
Sentence: 262,),,O
Sentence: 262,but,,O
Sentence: 262,not,,O
Sentence: 262,the,,O
Sentence: 262,T790M,,O
Sentence: 262,resistance,,O
Sentence: 262,mutation,,O
Sentence: 262,(,,O
Sentence: 262,data,,O
Sentence: 262,not,,O
Sentence: 262,shown,,O
Sentence: 262,),,O
Sentence: 262,.,,O
Sentence: 263,Because,,O
Sentence: 263,the,,O
Sentence: 263,result,,O
Sentence: 263,for,,O
Sentence: 263,T790M,,O
Sentence: 263,was,,O
Sentence: 263,negative,,B-Lab_value
Sentence: 263,in,,O
Sentence: 263,this,,O
Sentence: 263,sample,,O
Sentence: 263,",",,O
Sentence: 263,we,,O
Sentence: 263,performed,,O
Sentence: 263,a,,O
Sentence: 263,more,,B-Lab_value
Sentence: 263,sensitive,,O
Sentence: 263,fluorescence,,B-Detailed_description
Sentence: 263,detection,,O
Sentence: 263,PCR-based,,B-Detailed_description
Sentence: 263,assay,,O
Sentence: 263,that,,O
Sentence: 263,takes,,O
Sentence: 263,advantage,,O
Sentence: 263,of,,O
Sentence: 263,a,,O
Sentence: 263,PCR,,O
Sentence: 263,restriction,,O
Sentence: 263,fragment,,O
Sentence: 263,length,,O
Sentence: 263,polymorphism,,O
Sentence: 263,generated,,O
Sentence: 263,by,,O
Sentence: 263,the,,O
Sentence: 263,specific,,O
Sentence: 263,missense,,O
Sentence: 263,mutation,,O
Sentence: 263,(,,O
Sentence: 263,Fig.,,O
Sentence: 263,3,,O
Sentence: 263,",",,O
Sentence: 263,right,,O
Sentence: 263,panel,,O
Sentence: 263,",",,O
Sentence: 263,arrow,,O
Sentence: 263,",",,O
Sentence: 263,positive,,O
Sentence: 263,control,,O
Sentence: 263,),,O
Sentence: 263,[,,O
Sentence: 263,6,,O
Sentence: 263,],,O
Sentence: 263,.,,O
Sentence: 264,That,,O
Sentence: 264,result,,O
Sentence: 264,was,,O
Sentence: 264,also,,O
Sentence: 264,negative,,B-Lab_value
Sentence: 264,",",,O
Sentence: 264,as,,O
Sentence: 264,only,,O
Sentence: 264,the,,O
Sentence: 264,wild,,O
Sentence: 264,type,,O
Sentence: 264,peak,,O
Sentence: 264,was,,O
Sentence: 264,detected,,O
Sentence: 264,(,,O
Sentence: 264,Fig.,,O
Sentence: 264,3,,O
Sentence: 264,",",,O
Sentence: 264,right,,O
Sentence: 264,panel,,O
Sentence: 264,",",,O
Sentence: 264,bottom,,O
Sentence: 264,),,O
Sentence: 264,.,,O
Sentence: 265,Therefore,,O
Sentence: 265,",",,O
Sentence: 265,we,,O
Sentence: 265,hypothesized,,O
Sentence: 265,that,,O
Sentence: 265,the,,O
Sentence: 265,LM,,O
Sentence: 265,remained,,O
Sentence: 265,sensitive,,O
Sentence: 265,to,,O
Sentence: 265,an,,O
Sentence: 265,EGFR,,O
Sentence: 265,TKI,,O
Sentence: 265,if,,O
Sentence: 265,sufficiently,,O
Sentence: 265,high,,O
Sentence: 265,concentrations,,O
Sentence: 265,of,,O
Sentence: 265,drug,,O
Sentence: 265,could,,O
Sentence: 265,be,,O
Sentence: 265,achieved,,O
Sentence: 265,in,,O
Sentence: 265,the,,O
Sentence: 265,CSF,,O
Sentence: 265,.,,O
Sentence: 266,The,,O
Sentence: 266,erlotinib,,O
Sentence: 266,concentration,,O
Sentence: 266,required,,O
Sentence: 266,to,,O
Sentence: 266,inhibit,,O
Sentence: 266,growth,,O
Sentence: 266,of,,O
Sentence: 266,cell,,O
Sentence: 266,lines,,O
Sentence: 266,harboring,,O
Sentence: 266,L858R,,O
Sentence: 266,by,,O
Sentence: 266,50,,O
Sentence: 266,%,,O
Sentence: 266,(,,O
Sentence: 266,IC50,,O
Sentence: 266,),,O
Sentence: 266,is,,O
Sentence: 266,100,,O
Sentence: 266,nM,,O
Sentence: 266,(,,O
Sentence: 266,nM,,O
Sentence: 266,),,O
Sentence: 266,[,,O
Sentence: 266,2,,O
Sentence: 266,],,O
Sentence: 266,.,,O
Sentence: 267,Standard,,O
Sentence: 267,dose,,O
Sentence: 267,erlotinib,,O
Sentence: 267,(,,O
Sentence: 267,150,,O
Sentence: 267,mg,,O
Sentence: 267,daily,,O
Sentence: 267,),,O
Sentence: 267,achieves,,O
Sentence: 267,3000,,O
Sentence: 267,nM,,O
Sentence: 267,in,,O
Sentence: 267,plasma,,O
Sentence: 267,[,,O
Sentence: 267,7,,O
Sentence: 267,],,O
Sentence: 267,",",,O
Sentence: 267,but,,O
Sentence: 267,CSF,,O
Sentence: 267,concentrations,,O
Sentence: 267,of,,O
Sentence: 267,EGFR,,O
Sentence: 267,TKIs,,O
Sentence: 267,are,,O
Sentence: 267,as,,O
Sentence: 267,low,,O
Sentence: 267,as,,O
Sentence: 267,1,,O
Sentence: 267,%,,O
Sentence: 267,plasma,,O
Sentence: 267,levels,,O
Sentence: 267,below,,O
Sentence: 267,the,,O
Sentence: 267,IC50,,O
Sentence: 267,[,,O
Sentence: 267,3,,O
Sentence: 267,",",,O
Sentence: 267,8,,O
Sentence: 267,],,O
Sentence: 267,.,,O
Sentence: 268,Increasing,,O
Sentence: 268,the,,O
Sentence: 268,daily,,O
Sentence: 268,dose,,O
Sentence: 268,of,,O
Sentence: 268,gefitinib,,O
Sentence: 268,to,,O
Sentence: 268,enhance,,O
Sentence: 268,CSF,,O
Sentence: 268,penetration,,O
Sentence: 268,has,,O
Sentence: 268,been,,O
Sentence: 268,an,,O
Sentence: 268,effective,,O
Sentence: 268,strategy,,O
Sentence: 268,[,,O
Sentence: 268,3,,O
Sentence: 268,],,O
Sentence: 268,",",,O
Sentence: 268,but,,O
Sentence: 268,gefitinib,,O
Sentence: 268,is,,O
Sentence: 268,no,,O
Sentence: 268,longer,,O
Sentence: 268,available,,O
Sentence: 268,in,,O
Sentence: 268,the,,O
Sentence: 268,United,,O
Sentence: 268,States,,O
Sentence: 268,following,,O
Sentence: 268,failure,,O
Sentence: 268,in,,O
Sentence: 268,phase,,O
Sentence: 268,III,,O
Sentence: 268,NSCLC,,O
Sentence: 268,trials,,O
Sentence: 268,.,,O
Sentence: 269,An,,O
Sentence: 269,analogous,,O
Sentence: 269,increase,,O
Sentence: 269,of,,O
Sentence: 269,the,,O
Sentence: 269,daily,,O
Sentence: 269,erlotinib,,O
Sentence: 269,dose,,O
Sentence: 269,above,,O
Sentence: 269,150,,O
Sentence: 269,¡V,,O
Sentence: 269,200,,O
Sentence: 269,mg,,O
Sentence: 269,daily,,O
Sentence: 269,induces,,O
Sentence: 269,unacceptable,,O
Sentence: 269,toxicity,,O
Sentence: 269,.,,O
Sentence: 270,However,,O
Sentence: 270,",",,O
Sentence: 270,weekly,,O
Sentence: 270,high-dose,,O
Sentence: 270,erlotinib,,O
Sentence: 270,up,,O
Sentence: 270,to,,O
Sentence: 270,2000,,O
Sentence: 270,mg,,O
Sentence: 270,is,,O
Sentence: 270,tolerable,,O
Sentence: 270,[,,O
Sentence: 270,4,,O
Sentence: 270,],,O
Sentence: 270,.,,O
Sentence: 271,Pharmacokinetic,,O
Sentence: 271,analysis,,O
Sentence: 271,of,,O
Sentence: 271,CSF,,O
Sentence: 271,from,,O
Sentence: 271,another,,O
Sentence: 271,patient,,O
Sentence: 271,with,,O
Sentence: 271,NSCLC,,O
Sentence: 271,LM,,O
Sentence: 271,(,,O
Sentence: 271,not,,O
Sentence: 271,shown,,O
Sentence: 271,),,O
Sentence: 271,treated,,O
Sentence: 271,with,,O
Sentence: 271,1500,,B-Dosage
Sentence: 271,mg,,O
Sentence: 271,erlotinib,,O
Sentence: 271,weekly,,O
Sentence: 271,demonstrated,,O
Sentence: 271,a,,O
Sentence: 271,peak,,O
Sentence: 271,plasma,,O
Sentence: 271,concentration,,O
Sentence: 271,of,,O
Sentence: 271,"11,300",,B-Lab_value
Sentence: 271,nM,,O
Sentence: 271,with,,O
Sentence: 271,a,,O
Sentence: 271,concurrent,,O
Sentence: 271,CSF,,O
Sentence: 271,concentration,,O
Sentence: 271,of,,O
Sentence: 271,130,,B-Lab_value
Sentence: 271,nM,,O
Sentence: 271,.,,O
Sentence: 272,Therefore,,O
Sentence: 272,",",,O
Sentence: 272,such,,O
Sentence: 272,high,,O
Sentence: 272,dose,,O
Sentence: 272,weekly,,O
Sentence: 272,administration,,O
Sentence: 272,of,,O
Sentence: 272,erlotinib,,O
Sentence: 272,achieved,,O
Sentence: 272,a,,O
Sentence: 272,CSF,,O
Sentence: 272,concentration,,O
Sentence: 272,exceeding,,B-Detailed_description
Sentence: 272,the,,O
Sentence: 272,IC50,,O
Sentence: 272,.,,O
Sentence: 273,Therefore,,O
Sentence: 273,",",,O
Sentence: 273,to,,O
Sentence: 273,increase,,O
Sentence: 273,CSF,,O
Sentence: 273,penetrance,,O
Sentence: 273,over,,O
Sentence: 273,standard,,O
Sentence: 273,daily,,O
Sentence: 273,erlotinib,,O
Sentence: 273,dosing,,O
Sentence: 273,in,,O
Sentence: 273,this,,O
Sentence: 273,patient,,O
Sentence: 273,",",,O
Sentence: 273,we,,O
Sentence: 273,initiated,,O
Sentence: 273,high-dose,,B-Dosage
Sentence: 273,weekly,,O
Sentence: 273,erlotinib,,B-Medication
Sentence: 273,at,,O
Sentence: 273,1000,,B-Lab_value
Sentence: 273,mg,,O
Sentence: 273,then,,O
Sentence: 273,1200,,B-Lab_value
Sentence: 273,mg,,O
Sentence: 273,;,,O
Sentence: 273,persistent,,B-Detailed_description
Sentence: 273,nausea,,B-Sign_symptom
Sentence: 273,precluded,,O
Sentence: 273,higher,,O
Sentence: 273,doses,,O
Sentence: 273,.,,O
Sentence: 274,Pharmacokinetic,,O
Sentence: 274,analysis,,O
Sentence: 274,was,,O
Sentence: 274,not,,O
Sentence: 274,undertaken,,O
Sentence: 274,in,,O
Sentence: 274,this,,O
Sentence: 274,patient,,O
Sentence: 274,.,,O
Sentence: 275,After,,O
Sentence: 275,1,,O
Sentence: 275,month,,O
Sentence: 275,there,,O
Sentence: 275,was,,O
Sentence: 275,a,,O
Sentence: 275,partial,,O
Sentence: 275,radiographic,,O
Sentence: 275,response,,O
Sentence: 275,of,,O
Sentence: 275,LM,,O
Sentence: 275,on,,O
Sentence: 275,brain,,O
Sentence: 275,MRI,,O
Sentence: 275,(,,O
Sentence: 275,Fig.,,O
Sentence: 275,2b,,O
Sentence: 275,),,O
Sentence: 275,and,,O
Sentence: 275,after,,O
Sentence: 275,2,,O
Sentence: 275,months,,O
Sentence: 275,in,,O
Sentence: 275,the,,O
Sentence: 275,cauda,,O
Sentence: 275,equina,,O
Sentence: 275,(,,O
Sentence: 275,not,,O
Sentence: 275,shown,,O
Sentence: 275,),,O
Sentence: 275,.,,O
Sentence: 276,However,,O
Sentence: 276,",",,O
Sentence: 276,hydrocephalus,,O
Sentence: 276,and,,O
Sentence: 276,persistent,,B-Detailed_description
Sentence: 276,symptoms,,B-Sign_symptom
Sentence: 276,referable,,O
Sentence: 276,to,,O
Sentence: 276,increased,,B-Lab_value
Sentence: 276,intracranial,,O
Sentence: 276,pressure,,O
Sentence: 276,led,,O
Sentence: 276,to,,O
Sentence: 276,a,,O
Sentence: 276,VP,,B-Therapeutic_procedure
Sentence: 276,shunt,,O
